filme,decada,score,nacionalidade,genero
La cr&egrave;me de la cr&egrave;me,2010,3,Others,Comedy
Yves Saint Laurent,2010,2,Others,Biography
Hard Corner: Le Film,2010,1,Others,Comedy
"Pirate Fairy, The",2010,3,Others,Animation
Nosferatu In Love,2010,0,Others,Drama
A coup sur,2010,2,Others,Comedy
Une nouvelle amie,2010,2,Others,Comedy
Asian School Girls,2010,3,Others,Action
Ek Villain,2010,2,Others,Action
Wir sind die Neuen,2010,3,Others,Comedy
Calvary,2010,2,Others,Crime
Wicked Blood,2010,3,Others,Action
Lucy,2010,3,Others,Action
Alpha House,2010,2,Others,Comedy
Jimmy&#39;s Hall,2010,1,Others,Biography
Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?,2010,3,Others,Comedy
Life Of Riley,2010,2,Others,Comedy
"Quiet Roar, The",2010,3,Others,Drama
Frank,2010,1,Others,Comedy
Housebound,2010,3,Others,Comedy
Saint Seiya: Legend of Sanctuary,2010,2,Others,Animation
God Help the Girl,2010,3,Others,Drama
Lugen,2010,3,Others,Comedy
"Riot Club, The",2010,1,Others,Drama
Avis de mistral,2010,3,Others,Comedy
Ein Geschenk der Gotter,2010,3,Others,Comedy
"Inbetweeners 2, The",2010,1,Others,Comedy
Le Paradis,2010,0,Others,N/A
Mostly Ghostly: Have You Met My Ghoulfriend?,2010,3,Others,Family
Who Am I - Kein System ist sicher,2010,2,Others,Crime
"Rico, Oskar und die Tieferschatten",2010,1,Others,Adventure
Mange tes morts,2010,0,Others,Drama
"Salvation, The",2010,1,Others,Action
Automata,2010,1,Others,Action
Der Kleine Medicus - Geheimnisvolle Mission im Korper,2010,3,Others,Animation
Kraftidioten,2010,1,Others,Action
Unutursam F&#305;s&#305;lda,2010,2,Others,Drama
Clouds of Sils Maria,2010,3,Others,Drama
Turist,2010,3,Others,N/A
Phoenix,2010,3,Others,Drama
About a Girl,2010,3,Others,Comedy
En duva satt p&aring; en gren och funderade p&aring; tillvaron,2010,1,Others,Comedy
Leviathan,2010,3,Others,Crime
Paddington,2010,3,Others,Adventure
Mommy,2010,3,Others,Drama
"Babadook, The",2010,3,Others,Drama
Appropriate Behavior,2010,3,Others,Comedy
Agatha Raisin: The Quiche of Death,2010,3,Others,Comedy
Zero Motivation,2010,3,Others,Comedy
"Two Days, One NIght",2010,3,Others,Drama
Ei Kiitos,2010,2,Others,Comedy
Magical Girl,2010,3,Others,Drama
Girlhood,2010,3,Others,Drama
El Ni&ntilde;o,2010,1,Others,Action
My Father Must Die,2010,3,Others,Crime
Dyke Hard,2010,3,Others,Action
Song of the Sea,2010,3,Others,Animation
"Love, Rosie",2010,3,Others,Comedy
Near Death Experience,2010,0,Others,Comedy
Feher isten,2010,3,Others,Adventure
Cuban Fury,2010,1,Others,Comedy
Pane e burlesque,2010,3,Others,Comedy
Relatos salvajes,2010,3,Others,Comedy
Gueros,2010,2,Others,Comedy
Thegidi,2010,2,Others,Crime
Ocho apellidos vascos,2010,1,Others,Comedy
Omoide no Mani (When Marnie Was There),2010,3,Others,Animation
Escobar: Paradise Lost,2010,2,Others,Crime
Batman: Assault on Arkham,2010,3,Others,Animation
"Woman in Black 2: Angel of Death, The",2010,3,Others,Drama
La isla minima,2010,2,Others,Crime
A Brilliant Young Mind,2010,1,Others,Drama
Tinker Bell and the Legend of the NeverBeast,2010,3,Others,Animation
"Ich seh, Ich seh",2010,0,Others,Horror
Effie Gray,2010,3,Others,Biography
Dohee-ya,2010,3,Others,Drama
"Falling, The",2010,3,Others,Drama
Paper Planes,2010,1,Others,Drama
Tu Dors Nicole,2010,3,Others,Comedy
Wyrmwood: Road of the Dead,2010,3,Others,Action
Let Us Prey,2010,3,Others,Horror
In the Courtyard,2010,3,Others,Comedy
Hungry Hearts,2010,2,Others,Drama
Court,2010,1,Others,Drama
Amour fou,2010,2,Others,Comedy
Golden Era,2010,2,Others,Biography
"Quiet Hour, The",2010,3,Others,Drama
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2010,3,Others,Crime
Ju-on: Owari no hajimari,2010,3,Others,Horror
Still the Water,2010,3,Others,Drama
Electricity,2010,3,Others,Drama
Der kleine Drache Kokosnuss,2010,0,Others,Animation
Primero De Enero,2010,3,Others,Drama
Aloft,2010,3,Others,Drama
Sadilishteto,2010,1,Others,Drama
Jongens,2010,1,Others,Drama
Verden venter,2010,3,Others,Comedy
Respire,2010,3,Others,Drama
Margarita with a Straw,2010,3,Others,Crime
Nar dyrene drommer,2010,1,Others,Drama
Justice League: WAR,2010,3,Others,Animation
I Call It Love,2010,0,Others,Short
La belle et la bete,2010,3,Others,Drama
Perfect Sisters,2010,3,Others,Crime
Haider,2010,2,Others,Action
Sora no Otoshimono Final: Eternal My Master,2010,1,Others,Animation
Jacky in the kingdom of women,2010,3,Others,Comedy
"Last: Naruto the Movie, The",2010,2,Others,Animation
Conducta,2010,3,Others,Drama
What We Did on Our Holiday,2010,3,Others,Comedy
Viharsarok,2010,1,Others,Drama
Der Kreis,2010,1,Others,Biography
Dolares de arena (Sand Dollars),2010,3,Others,Drama
Extirpador de Idolatrias,2010,3,Others,Drama
Highway,2010,0,Others,Crime
Happy Valley,2010,1,Others,Crime
"Tempest, The",2010,3,Others,Comedy
Gekijouban Hakuouki: Dainishou shikon soukyou,2010,0,Others,Animation
PK,2010,2,Others,Comedy
Moomins on the Riviera,2010,3,Others,Animation
JLA Adventures: Trapped in Time,2010,3,Others,Animation
Robot Overlords,2010,1,Others,Action
Dark Dungeons,2010,3,Others,Short
"El patr&oacute;n, radiograf&iacute;a de un crimen",2010,1,Others,Crime
How old are you?,2010,3,Others,Drama
Frau Muller muss weg,2010,3,Others,Comedy
"Summer of Sangaile, The",2010,3,Others,Drama
"Duke of Burgundy, The",2010,3,Others,Drama
Bad Hair Day,2010,3,Others,Adventure
Tod den Hippies!! Es lebe der Punk!,2010,1,Others,Comedy
La Passion d&#39;Augustine,2010,3,Others,Drama
"Liza, the fox fairy",2010,3,Others,Comedy
Ghosthunters,2010,3,Others,Animation
Suffragette,2010,3,Others,Drama
L&#39;antiquaire,2010,3,Others,Drama
Dora oder Die sexuellen Neurosen unserer Eltern,2010,3,Others,Drama
Hedi Schneider steckt fest,2010,3,Others,Comedy
Kung Fury,2010,2,Others,Short
La loi du march&eacute;,2010,1,Others,Drama
Predator Dark Ages,2010,0,Others,Short
Battledream Chronicle,2010,3,Others,Animation
"Un peu, beaucoup, aveuglement!",2010,3,Others,Comedy
Maend &amp; hons,2010,1,Others,Comedy
Shaun the Sheep Movie,2010,0,Others,Animation
"Reason I Shop Online, The",2010,3,Others,Short
Titli,2010,0,Others,Action
"Four Warriors, The",2010,1,Others,Adventure
Justice League: Throne of Atlantis,2010,3,Others,Animation
Victoria,2010,0,Others,Crime
Mustang,2010,3,Others,Drama
Slow West,2010,0,Others,Action
Next Stop L.A.,2010,3,Others,Short
Timelike,2010,3,Others,Short
Il racconto dei racconti,2010,3,Others,Drama
Batman Unlimited: Animal Instincts,2010,1,Others,Animation
Until Dawn,2010,3,Others,Fantasy
Just Jim,2010,1,Others,Comedy
AfterDeath,2010,3,Others,Horror
Schneider vs. Bax,2010,2,Others,Comedy
Wo shi zheng ren,2010,0,Others,Action
"Dressmaker, The",2010,3,Others,Comedy
Angry Indian Goddesses,2010,3,Others,Comedy
Stitcher,2010,0,Others,Short
Macbeth,2010,1,Others,Drama
Man Up,2010,3,Others,Comedy
After the Ball,2010,3,Others,Comedy
Bill,2010,2,Others,Comedy
"Transporter Refueled, The",2010,3,Others,Action
Comment c&#39;est loin,2010,1,Others,Comedy
Anna Unbound,2010,3,Others,Drama
Miss You Already,2010,3,Others,Comedy
Youth,2010,1,Others,Comedy
L&#39;attesa,2010,3,Others,Drama
Temp&ecirc;te,2010,1,Others,Drama
Comoara,2010,1,Others,Comedy
Little Big Master,2010,3,Others,Biography
Min lilla syster,2010,3,Others,Drama
Marguerite,2010,3,Others,Comedy
Office,2010,3,Others,Comedy
Throne,2010,3,Others,Drama
7 Letters,2010,3,Others,Drama
Les ogres,2010,3,Others,Drama
Tiger House,2010,3,Others,Action
"Case of Hana and Alice, The",2010,3,Others,Animation
Baahubali: The Beginning,2010,1,Others,Action
Riaru onigokko,2010,3,Others,Action
Je suis un soldat,2010,3,Others,Drama
A Perfect Day,2010,2,Others,Comedy
Sunset Song,2010,3,Others,Drama
"Wave (B&oslash;lgen), The",2010,3,Others,Action
They Call Me Jeeg Robot,2010,1,Others,Action
Halal Love,2010,3,Others,Comedy
Our Little Sister,2010,3,Others,Drama
Battle For Sevastopol,2010,3,Others,Action
45 Years,2010,3,Others,Drama
La belle saison,2010,3,Others,Drama
Into the Forest,2010,3,Others,Drama
Hrutar,2010,1,Others,Drama
La memoria del agua,2010,2,Others,Drama
A Royal Night Out,2010,3,Others,Comedy
Avril et le monde truque,2010,3,Others,Animation
brothers of the wind,2010,0,Others,Adventure
Tjuvheder,2010,3,Others,Crime
Roald Dahl&#39;s Esio Trot,2010,1,Others,Comedy
Evolution,2010,0,Others,Drama
"Girl King, The",2010,3,Others,Biography
Dragon Ball Z: Resurrection &#39;F&#39;,2010,1,Others,Animation
Nil Battey Sannata,2010,3,Others,Drama
Sweet Bean,2010,3,Others,Drama
"Milyy Khans, dorogoy Pyotr",2010,1,Others,Drama
Psychosis,2010,3,Others,N/A
London Spy,2010,1,Others,Crime
Birigyaru,2010,3,Others,Comedy
"Steps, The",2010,3,Others,Comedy
Dofus - Livre 1: Julith,2010,3,Others,Animation
Girls Lost,2010,3,Others,Crime
You&#39;re My Boss,2010,0,Others,Comedy
Harter Brocken,2010,3,Others,Crime
Burn Burn Burn,2010,3,Others,Comedy
Maryland,2010,0,Others,Drama
Love Live! The School Idol Movie,2010,3,Others,Animation
High Rise,2010,2,Others,Drama
Shisha no teikoku (Empire of Corpses),2010,1,Others,Animation
Portrait of a Serial Monogamist,2010,3,Others,Comedy
Absolutely Anything,2010,3,Others,Comedy
Bajirao Mastani,2010,2,Others,Action
Highway to Hellas,2010,1,Others,Comedy
My Name Is Emily,2010,3,Others,Drama
O Desolado,2010,3,Others,Drama
A German Youth,2010,0,Others,Documentary
Montanha,2010,1,Others,Drama
John From,2010,3,Others,Drama
Samurai Warrior Queens,2010,3,Others,History
Ip Man 3,2010,1,Others,Action
Sword of Vengeance,2010,0,Others,Action
"assassin, The",2010,2,Others,Action
Cuddler,2010,3,Others,Short
Cafard,2010,2,Others,Animation
Girls und Panzer: Der Film,2010,3,Others,Animation
Barney Thomson,2010,3,Others,Comedy
Bang Gang,2010,3,Others,Drama
Les innocentes,2010,3,Others,Drama
Belgica,2010,1,Others,Drama
Justice League vs. Teen Titans,2010,3,Others,Animation
Love &amp; Friendship,2010,3,Others,Comedy
Un homme a la hauteur,2010,3,Others,Comedy
Busanhaeng,2010,3,Others,Action
Kill Command,2010,1,Others,Action
Die letzte Sau,2010,1,Others,Comedy
Raising the Bar,2010,3,Others,Drama
El Olivo,2010,3,Others,Comedy
La pazza gioia,2010,3,Others,Comedy
Shin Godzilla,2010,1,Others,Action
King Dave,2010,1,Others,Drama
"Handmaiden (Ah-ga-ssi) , The",2010,3,Others,Drama
Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima),2010,3,Others,Drama
"I, Daniel Blake",2010,3,Others,Drama
Divines,2010,3,Others,Crime
Elle,2010,3,Others,Crime
Ballerina,2020,1,Others,Action
Birkebeinerne,2010,1,Others,Action
Let Me Go,2010,3,Others,Drama
Kimi no na wa.,2010,3,Others,Animation
Doukyuusei,2010,0,Others,Animation
Dernieres nouvelles du cosmos,2010,3,Others,Documentary
Hunt for the Wilderpeople,2010,3,Others,Adventure
Demain tout commence,2010,3,Others,Comedy
Contratiempo,2010,1,Others,Crime
Resident Evil: The Final Chapter,2010,3,Others,Action
Florence Foster Jenkins,2010,3,Others,Biography
It&#39;s Only the End of the World,2010,3,Others,Drama
Toni Erdmann,2010,3,Others,Comedy
Personal Shopper,2010,3,Others,Mystery
Under The Shadow,2010,3,Others,Drama
Things to come - L&#39;avenir,2010,1,Others,Drama
Bar Bahar,2010,3,Others,Drama
"Young Offenders, The",2010,3,Others,Adventure
Below Her Mouth,2010,3,Others,Drama
Free Fire,2010,0,Others,Action
Raw,2010,3,Others,Drama
"Girl with All the Gifts, The",2010,3,Others,Action
War on Everyone,2010,3,Others,Action
"9th Life of Louis Drax, The",2010,1,Others,Drama
L&#39;et&agrave; d&#39;oro,2010,1,Others,Drama
I Am the Pretty Thing That Lives in the House,2010,3,Others,Drama
Spidarlings,2010,3,Others,Comedy
"Dragon Spell, The",2010,1,Others,Animation
Varoonegi,2010,3,Others,Drama
"Untamed, The",2010,3,Others,Drama
Don&#39;t Hang Up,2010,0,Others,Horror
Their Finest,2010,3,Others,Comedy
My Life as a Zucchini,2010,3,Others,Animation
Petersburg: a selfie,2010,3,Others,Comedy
Prevenge,2010,3,Others,Comedy
Patients,2010,1,Others,Comedy
"Siege of Jadotville, The",2010,1,Others,Action
Aruvi,2010,3,Others,Drama
Hated in the Nation,2010,3,Others,Crime
"Autopsy of Jane Doe, The",2010,1,Others,Horror
Ice Fantasy,2010,3,Others,Adventure
A Dark Song,2010,0,Others,Drama
Hounds of Love,2010,3,Others,Crime
Ne gledaj mi u pijat,2010,1,Others,Drama
House on Willow Street,2010,3,Others,Action
Little Door Gods,2010,3,Others,Animation
R&eacute;parer les vivants,2010,1,Others,Drama
Pink,2010,3,Others,Crime
Planetarium,2010,3,Others,Drama
Fai bei sogni,2010,2,Others,Drama
Rustom,2010,3,Others,Crime
Nowhere Boys: The Book of Shadows,2010,3,Others,Drama
Locos de Amor,2010,2,Others,Comedy
Maudie,2010,3,Others,Biography
Tenemos la carne [We Are the Flesh],2010,0,Others,Drama
Tschick,2010,1,Others,Comedy
Thomas &amp; Friends: The Great Race,2010,3,Others,Animation
Koe no katachi,2010,1,Others,Animation
Bliss!,2010,3,Others,Adventure
Raman Raghav 2.0,2010,2,Others,Crime
Quand on a 17 ans,2010,3,Others,Drama
Friend Request,2010,3,Others,Horror
Seoulyeok [Seoul Station],2010,0,Others,Animation
Vier gegen die Bank,2010,1,Others,Comedy
Adult Life Skills,2010,3,Others,Comedy
Ma revolution,2010,3,Others,Drama
Handsome Devil,2010,1,Others,Comedy
S&atilde;o Jorge,2010,1,Others,Crime
Big Fish &amp; Begonia,2010,3,Others,Animation
Yu-Gi-Oh!: The Dark Side of Dimensions,2010,1,Others,Animation
Gantz: O,2010,1,Others,Animation
Vse o muzhchinakh,2010,1,Others,Comedy
Miss Saigon: 25th Anniversary,2010,2,Others,Drama
Realive,2010,1,Others,Drama
Sluga naroda 2,2010,1,Others,Comedy
Batman: Bad Blood,2010,3,Others,Animation
R&uuml;zgarda Sal&amp;#305;nan Nil&uuml;fer,2010,3,Others,Drama
Offline,2010,3,Others,Comedy
A Date for Mad Mary,2010,3,Others,Comedy
Case Closed: The Darkest Nightmare,2010,3,Others,Animation
Antiporno,2010,3,Others,Drama
Angry Inuk,2010,3,Others,Documentary
I Am Not Madame Bovary,2010,1,Others,Comedy
Death Race 2050,2010,3,Others,Action
Innan vi dor,2010,3,Others,Drama
Dance Academy: The Movie,2010,3,Others,Drama
Monster High: Electrified,2010,3,Others,Animation
Plasmatic Day,2010,1,Others,Short
"Book of Birdie, The",2010,3,Others,Fantasy
"Square, The",2010,1,Others,Comedy
On Body and Soul,2010,3,Others,Drama
Revenge,2010,0,Others,Action
Felicite,2010,3,Others,Drama
seven sisters,2010,3,Others,Drama
Un beau soleil interieur,2010,2,Others,Comedy
Pilgrimage,2010,0,Others,Action
Seagull,2010,3,Others,Short
OM+ME,2010,3,Others,Short
Dim the Fluorescents,2010,3,Others,Comedy
6 days,2010,0,Others,Action
Batman vs. Two-Face,2010,3,Others,Animation
Nogemu noraifu: Zero,2010,3,Others,Animation
Ver&oacute;nica,2010,3,Others,Horror
Sweet Virginia,2010,3,Others,Action
Mary and The Witch&#39;s Flower,2010,3,Others,Animation
A man of integrity,2010,3,Others,Drama
Paddington 2,2010,3,Others,Adventure
Berlin Syndrome,2010,1,Others,Drama
Wolf Warrior 2,2010,1,Others,Action
La llamada,2010,3,Others,Musical
Tuntematon sotilas,2010,3,Others,Drama
I Can Speak,2010,3,Others,Comedy
Singwa hamgge,2010,1,Others,Action
Thelma,2010,3,Others,Drama
Ava,2010,3,Others,Drama
You Were Never Really Here,2010,1,Others,Crime
"Ritual, The",2010,0,Others,Horror
Petit paysan,2010,1,Others,Crime
Canaries,2010,3,Others,Comedy
"Escape, The",2010,3,Others,Drama
Djam,2010,3,Others,Adventure
God&#39;s Own Country,2010,0,Others,Drama
A Man Wanted (Hatooly Ragel),2010,2,Others,Comedy
Borg vs McEnroe,2010,1,Others,Biography
MFKZ,2010,0,Others,Animation
Apostasy,2010,3,Others,Drama
Maximilian,2010,2,Others,Drama
Karera ga honki de amu toki wa (Close Knit),2010,3,Others,Drama
Embrasse-moi!,2010,3,Others,Comedy
Godard Mon Amour,2010,1,Others,Biography
Ghost Stories,2010,1,Others,Drama
Secret Superstar,2010,3,Others,Drama
El libro de Lila,2010,3,Others,Animation
Gekijoban Fairy Tail: Dragon Cry,2010,3,Others,Animation
Jusqu&#39;a la garde (Custody),2010,3,Others,Drama
Posoki (Directions),2010,1,Others,Drama
"Bride, The",2010,3,Others,Drama
Shelter,2010,3,Others,Drama
Goon: Last of the Enforcers,2010,2,Others,Comedy
Cold Skin,2010,0,Others,Action
Il demone di Laplace,2010,0,Others,Horror
Tigers Are Not Afraid,2010,0,Others,Fantasy
OtherLife,2010,1,Others,Crime
Back to Burgundy (Ce que nous lie),2010,2,Others,Comedy
Bon Cop Bad Cop 2,2010,1,Others,Action
Euphoria,2010,3,Others,Adventure
"Midwife, The",2010,3,Others,Drama
Anna and the Apocalypse,2010,3,Others,Comedy
Western,2010,1,Others,Drama
Lean on Pete,2010,1,Others,Adventure
"Cured, The",2010,3,Others,Drama
"Beyond, The",2010,3,Others,Drama
Barbie Video Game Hero,2010,3,Others,Animation
"Bar, The",2010,3,Others,Thriller
Open Water 3: Cage Dive,2010,0,Others,Adventure
"Bold, the Corrupt, and the Beautiful, The",2010,3,Others,Drama
Tokyo Ghoul,2010,3,Others,Animation
Love per square foot,2010,3,Others,Comedy
En guerre,2010,1,Others,Drama
Au poste!,2010,0,Others,Comedy
Kaala,2010,3,Others,Action
Woman at War,2010,3,Others,Adventure
Le monde est a toi,2010,2,Others,Comedy
Patient Zero,2010,1,Others,Action
Carmen y Lola,2010,3,Others,Drama
Burning,2010,0,Others,Drama
Sheherazade,2010,3,Others,Drama
"Wild Pear Tree, The",2010,2,Others,Drama
My hero academia: Two heroes,2010,3,Others,Animation
Red Joan,2010,3,Others,Biography
An Elephant Sitting Still (Da xiang xi di er zuo),2010,0,Others,Crime
En liberte!,2010,2,Others,Comedy
Jefe,2010,2,Others,Comedy
Bella Ciao!,2010,3,Others,Drama
Cold War,2010,3,Others,Drama
Rafiki,2010,3,Others,Drama
L&#39;animale,2010,3,Others,Drama
Shoplifters,2010,3,Others,Crime
Andid edlilega (And Breathe Normally),2010,3,Others,Drama
Dead in a Week: Or Your Money Back,2010,1,Others,Comedy
La chute de l&#39;empire americain,2010,1,Others,Comedy
Quien te cantara,2010,3,Others,Drama
"Death and Life of John F. Donovan, The",2010,2,Others,Drama
They Shall Not Grow Old,2010,0,Others,Documentary
Say My Name,2010,3,Others,Comedy
Andhadhun,2010,2,Others,Crime
Raazi,2010,3,Others,Action
It&#39;s a Beautiful Day,2010,0,Others,Short
Genese,2010,0,Others,Drama
Float Like A Butterfly,2010,3,Others,Drama
Black 47,2010,1,Others,Action
McQueen,2010,0,Others,Documentary
In Fabric,2010,3,Others,Comedy
Les invisibles,2010,3,Others,Comedy
Simmba,2010,1,Others,Action
La camarista,2010,3,Others,Drama
Agapornis,2010,3,Others,Short
Senses 1&amp;2,2010,3,Others,N/A
Ted - For karlekens skull,2010,0,Others,Biography
Hjartat,2010,3,Others,Drama
Innan vintern kommer,2010,0,Others,Drama
"Cake General, The",2010,3,Others,Comedy
Amatorer,2010,3,Others,Comedy
Toppen av ingenting,2010,0,Others,Drama
La tribu,2010,3,Others,Comedy
I am Not an Easy Man / Je ne suis pas un homme facile,2010,3,Others,Comedy
Rampant,2010,1,Others,Action
Climax,2010,3,Others,Drama
Gekijo-ban Non Non Biyori: Vacation,2010,3,Others,Animation
Possum,2010,0,Others,Drama
"House That Jack Built, The",2010,1,Others,Crime
Level 16,2010,3,Others,Drama
In Safe Hands,2010,1,Others,Drama
Tell It to the Bees,2010,3,Others,Drama
K.G.F: Chapter 1,2010,1,Others,Action
Deep Blue Sea 2,2010,1,Others,Action
Master Z: The Ip Man Legacy,2010,3,Others,Action
"Breaker Upperers, The",2010,3,Others,Comedy
"Fortnite: Battle, Build, Survive!",2010,3,Others,Documentary
Bearkittens,2010,3,Others,Comedy
Undertow,2010,3,Others,Drama
"Boat, The",2010,0,Others,Mystery
What Keeps You Alive,2010,3,Others,Horror
Mirage,2010,3,Others,Drama
Ast&eacute;rix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),2010,2,Others,Animation
I Want to Eat Your Pancreas,2010,3,Others,Animation
"Death of Superman, The",2010,3,Others,Animation
Death Toilet,2010,0,Others,Horror
"Tower, The",2010,3,Others,Animation
Fauve,2010,0,Others,Short
