filme,decada,score,nacionalidade,genero
Agatha and the Truth of Murder,2010,3,Others,Crime
How to be really bad,2010,3,Others,Comedy
Koode,2010,1,Others,Drama
Journeyman,2010,1,Others,Drama
Miss Back,2010,1,Others,Crime
Pihu,2010,0,Others,Drama
Mirai,2010,0,Others,Animation
Border,2010,3,Others,Crime
We Are Little Zombies,2010,2,Others,Comedy
Soni,2010,3,Others,Crime
"Wandering Earth (Liu Lang Di Qiu), The",2010,3,Others,Action
Le chant du loup,2010,0,Others,Action
Gully Boy,2010,1,Others,Drama
I Am Mother,2010,3,Others,Drama
Gisaengchung,2010,3,Others,Drama
Article 15,2010,1,Others,Crime
Pause,2010,2,Others,Drama
Animals,2010,3,Others,Comedy
Pentagram,2010,1,Others,Horror
Portrait of a Lady on Fire,2010,3,Others,Drama
Les Miserables,2010,0,Others,Crime
Tekst,2010,1,Others,Drama
Good Boys,2010,3,Others,N/A
Sorry We Missed You,2010,3,Others,Drama
Little Joe,2010,3,Others,Drama
Anya,2010,3,Others,Drama
Cosmos,2010,0,Others,Adventure
Jeanne,2010,3,Others,Drama
"Shiny Shrimps, The",2010,0,Others,Comedy
Une fille facile,2010,3,Others,Comedy
Weathering with You,2010,3,Others,Animation
O Filme do Bruno Aleixo,2010,0,Others,Comedy
"Platform, The",2010,1,Others,Horror
"Specials, The",2010,1,Others,Comedy
Saand Ki Aankh,2010,3,Others,Biography
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2010,3,Others,Animation
Furie,2010,3,Others,Action
Guns Akimbo,2010,3,Others,Action
Vivarium,2010,3,Others,Horror
"Ground Beneath My Feet, The",2010,3,Others,Drama
Une Paire de Jumelles,2010,3,Others,Short
"Body Remembers When The World Broke Open, The",2010,3,Others,Drama
Frankie,2010,3,Others,Drama
La Peor de Mis Bodas 2,2010,3,Others,Comedy
Top End Wedding,2010,3,Others,Comedy
"hockey girls, The",2010,3,Others,Drama
Ip Man 4: The Finale,2010,3,Others,Action
Babyteeth,2010,3,Others,Comedy
"A Dark, Dark Man",2010,1,Others,Crime
"Legend of Hei (Luo Xiao Hei zhan ji), The",2010,0,Others,Animation
A.M.I.,2010,3,Others,Horror
My Hero Academia: Heroes Rising,2010,3,Others,Animation
Maria,2010,3,Others,Action
Fahim,2010,1,Others,Biography
Saga of Tanya the Evil - The Movie,2010,3,Others,Animation
Code 8,2010,1,Others,Action
Papicha,2010,3,Others,Drama
Performaniax,2010,3,Others,Thriller
Horrible Histories: The Movie - Rotten Romans,2010,3,Others,Comedy
Les Parfums,2010,3,Others,Comedy
Carmilla,2010,3,Others,Drama
Blood Machines,2010,3,Others,Adventure
Katharine Hepburn,2010,3,Others,Documentary
Helen,2010,3,Others,Drama
Kim Ji-young: Born 198,2010,3,Others,Drama
Judy,2010,3,Others,Biography
Saint Maud,2010,3,Others,Drama
Batman: Hush,2010,3,Others,Animation
Promare,2010,3,Others,Animation
Aspromonte: Land of the Forgotten,2010,1,Others,Drama
Lunana: A Yak in the Classroom,2010,1,Others,Drama
Deliciosa Fruta Seca,2010,3,Others,Drama
Ghost Tropic,2010,3,Others,Drama
&amp;#24179;&amp;#23433;  or HEIAN,2010,3,Others,Short
Ek Ladki Ko Dekha Toh Aisa Laga,2010,3,Others,Comedy
A tale of three sisters (K&amp;#305;z karde&amp;#351;ler),2010,3,Others,Drama
Yummy,2010,3,Others,Comedy
Blood Vessel,2010,3,Others,Fantasy
"Unlisted, The",2010,3,Others,Crime
Batman vs Teenage Mutant Ninja Turtles,2010,3,Others,Animation
Ascendance of a Bookworm,2010,3,Others,Animation
Tout ce qu&#39;il me reste de la r&eacute;volution,2010,3,Others,Comedy
Better days,2010,3,Others,Crime
Extraordinary You,2010,1,Others,Comedy
Jeune Juliette,2010,3,Others,Comedy
A Shaun the Sheep Movie: Farmageddon,2010,0,Others,Animation
"Marijuana Conspiracy , The",2020,3,Others,Drama
Platzspitzbaby,2020,3,Others,Drama
Living Aims,2020,2,Others,Short
"Veil, The",2020,3,Others,Short
18 Presents,2020,3,Others,Drama
Tout simplement noir,2020,1,Others,Comedy
Wolfwalkers,2020,3,Others,Animation
Sputnik,2020,0,Others,Drama
Druk,2020,1,Others,Drama
Summerland,2020,1,Others,Drama
"Stunt Double, The",2020,1,Others,Short
"Call, The",2020,3,Others,Crime
Ludo,2020,3,Others,Action
Santana,2020,1,Others,Action
Host,2020,3,Others,Horror
Herself,2020,3,Others,Drama
Cadaver,2020,3,Others,Drama
Train to Busan Presents: Peninsula,2020,3,Others,Action
Malmkrog,2020,3,Others,Drama
Slaxx,2020,3,Others,Comedy
How to Be a Good Wife,2020,3,Others,Comedy
From Stress to Happiness,2020,1,Others,Documentary
Misbehaviour,2020,3,Others,Comedy
Summer of 85,2020,1,Others,Drama
Breath,2020,0,Others,Short
My Salinger Year,2020,3,Others,Drama
"Evil Next Door, The",2020,3,Others,Horror
You Will Never Be Back,2020,3,Others,Short
Iskioma,2020,0,Others,Short
Jiang Ziya: Legend of Deification,2020,2,Others,Animation
Demon Slayer: Mugen Train,2020,0,Others,Animation
Silver Skates,2020,2,Others,Adventure
"Woman Who Ran, The",2020,3,Others,Drama
French Exit,2020,3,Others,Comedy
June Again,2020,1,Others,Drama
Justice League Dark: Apokolips War,2020,3,Others,Animation
Tove,2020,3,Others,Biography
His House,2020,3,Others,Drama
Swimming for Gold,2020,1,Others,Family
After Love,2020,3,Others,Drama
"Island of Lies, The",2020,3,Others,Drama
Limbo,2020,0,Others,Comedy
ADN,2020,3,Others,Drama
Sweet Home,2020,1,Others,Drama
Woodland,2020,1,Others,Thriller
Made in Abyss:Dawn of the Deep Soul,2020,1,Others,Animation
Digimon Adventure: Last Evolution Kizuna,2020,3,Others,Animation
My First Summer,2020,3,Others,Drama
High Ground,2020,2,Others,Action
Sweetheart,2020,3,Others,Comedy
Sentinelle,2020,3,Others,Action
Cousins,2020,3,Others,Drama
Ajeeb Daastaans,2020,3,Others,Drama
Radhe,2020,0,Others,Action
Titane,2020,2,Others,Drama
Drive My Car,2020,3,Others,Drama
Madame Claude,2020,3,Others,Biography
"La Luna, Tomasico y mi abuela",2020,0,Others,Short
Borga,2020,3,Others,Drama
Last Night in Soho,2020,3,Others,Drama
Petite Maman,2020,3,Others,Drama
"Retreat, The",2020,3,Others,Horror
A Classic Horror Story,2020,3,Others,Drama
The Worst Person in the World,2020,3,Others,Comedy
Boiling Point,2020,3,Others,Drama
Belfast,2020,1,Others,Biography
Parallel Mothers,2020,3,Others,Drama
Flashback,2020,3,Others,Comedy
Hiraeth,2020,3,Others,Drama
Great Freedom,2020,0,Others,Drama
G&ucirc;zen to s&ocirc;z&ocirc; [Wheel of Fortune and Fantasy],2020,3,Others,Drama
Lamb,2020,1,Others,Drama
Benedetta,2020,3,Others,Biography
Black Box,2020,1,Others,Drama
Bull,2020,1,Others,Crime
Pushpa: The Rise - Part 1,2020,2,Others,Action
Official Competition,2020,1,Others,Comedy
Around the World in 80 Days,2020,3,Others,Adventure
"Paris, 13th District (Les Olympiades, Paris 13e)",2020,3,Others,Comedy
"Young Lovers, The",2020,3,Others,Drama
France,2020,3,Others,Comedy
Bem Bom,2020,3,Others,Drama
Everything Will Change,2020,0,Others,Drama
Hear Me Out,2020,3,Others,Comedy
Jujutsu Kaisen 0,2020,1,Others,Animation
"innocents , The",2020,1,Others,Drama
Ride or Die,2020,1,Others,Crime
Inmersi&oacute;n,2020,1,Others,Thriller
7 Women and a Murder,2020,3,Others,Comedy
Farha,2020,3,Others,Drama
Gibi,2020,0,Others,Comedy
Evangelion: 3.0+1.01 Thrice Upon a Time,2020,3,Others,Animation
Enqu&ecirc;te sur un scandale d&#39;&eacute;tat,2020,1,Others,Crime
Supernova,2020,2,Others,Drama
Allra s&iacute;&eth;asta vei&eth;ifer&eth;in,2020,1,Others,Comedy
Men,2020,3,Others,Drama
Incroyable mais vrai,2020,1,Others,Comedy
Badhaai Do,2020,3,Others,Crime
Mrs Harris Goes to Paris,2020,3,Others,Comedy
Save the Cinema,2020,3,Others,Comedy
Blasted,2020,3,Others,Action
La nuit du 12,2020,3,Others,Crime
Dragon Ball Super: Super Hero,2020,3,Others,Animation
Gangubai Kathiawadi,2020,3,Others,Biography
Blackbird,2020,1,Others,Action
Dark Glasses,2020,3,Others,Horror
Darlings,2020,3,Others,Comedy
"Quiet Girl (An Cail&iacute;n Ci&uacute;in), The",2020,3,Others,Drama
"Novelist&#39;s Film (So-seol-ga-ui Yeong-hwa), The",2020,3,Others,Drama
As bestas,2020,3,Others,Drama
Athena,2020,2,Others,Action
Tout le monde aime Jeanne,2020,3,Others,Comedy
Remains of the Wind,2020,2,Others,Drama
A Fada do Lar,2020,3,Others,Comedy
L&#39;autre rive,2020,3,Others,Short
"Stranger, The",2020,3,Others,Crime
"Legend of Maula Jatt, The",2020,3,Others,Action
El cuarto pasajero,2020,0,Others,Adventure
Nayola,2020,3,Others,Animation
My Grandfather&#39;s Demons,2020,3,Others,Animation
One Fine Morning,2020,3,Others,Drama
"Movie Star, The",2020,1,Others,Drama
One Piece: Film Red,2020,3,Others,Animation
Your Christmas or Mine?,2020,3,Others,Comedy
Broker,2020,3,Others,Comedy
Ruido (Noise),2020,3,Others,Drama
RRR,2020,2,Others,Action
Cici,2020,3,Others,Drama
Burning Days (Kurak G&uuml;nler),2020,1,Others,Drama
Qala,2020,3,Others,Drama
What&#39;s Love Got to Do with It,2020,1,Others,Comedy
EL Agua,2020,3,Others,Drama
Great Yarmouth: Provisional Figures,2020,3,Others,Drama
Goutte d&#39;Or,2020,1,Others,Drama
Grand Paris,2020,0,Others,Comedy
Suzume,2020,3,Others,Animation
Talk To Me,2020,3,Others,Horror
Against the Ice,2020,0,Others,Adventure
Jaya jaya jaya hey,2020,3,Others,Comedy
Vamos a la playa,2020,3,Others,Drama
"Den siste v&aring;ren (Sister, What Grows Where Land Is Sick?)",2020,3,Others,Drama
La montagne,2020,0,Others,Adventure
Close,2020,1,Others,Drama
Decision To Leave,2020,3,Others,Crime
Alcarr&agrave;s,2020,3,Others,Drama
"Planters Plantation, The",2020,3,Others,Drama
Lullaby,2020,3,Others,Drama
Io Capitano,2020,0,Others,Drama
Pathaan,2020,3,Others,Action
Ast&eacute;rix et Ob&eacute;lix: L&#39;Empire du Milieu,2020,3,Others,Adventure
Les choses simples,2020,1,Others,Comedy
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2020,3,Others,Animation
"Young Arsonists, The",2020,3,Others,Drama
Je verrai toujours vos visages,2020,3,Others,Drama
Bad Living,2020,3,Others,Drama
Living Bad,2020,3,Others,Drama
Liu lang di qiu 2,2020,1,Others,Action
InCar,2020,1,Others,Drama
Four Daughters,2020,3,Others,Documentary
Polite Society,2020,3,Others,Action
Tarla,2020,3,Others,Biography
Concrete Utopia,2020,3,Others,Action
"Portable Door, The",2020,3,Others,Adventure
Anatomie d&#39;une chute,2020,3,Others,Crime
"Thank You, I&#146;m sorry",2020,3,Others,Comedy
Kuolleet lehdet,2020,2,Others,Comedy
Wingwomen,2020,3,Others,Action
BlackBerry,2020,1,Others,Biography
Godzilla Minus One,2020,3,Others,Action
Jawan,2020,3,Others,Action
"Boy and The Heron, The",2020,1,Others,Animation
A Beautiful Life,2020,3,Others,Drama
Conann,2020,3,Others,Action
"Zepotha Killer, The",2020,3,Others,Short
Je&#39;vida,2020,3,Others,Drama
"G, The",2020,1,Others,Crime
Second tour,2020,2,Others,Comedy
Nowhere,2020,3,Others,Drama
Leo,2020,3,Others,Action
Wahou!,2020,3,Others,Comedy
La Sociedad de la Nieve,2020,0,Others,Adventure
Chien de la casse,2020,1,Others,Comedy
Explanation For Everything,2020,2,Others,Drama
My Fault,2020,1,Others,Drama
Spy &times; Family Code: White,2020,1,Others,Animation
There&#39;s Still Tomorrow,2020,3,Others,Comedy
Perfect Days,2020,2,Others,Drama
Dounia and the Princess of Aleppo,2020,3,Others,Animation
La chimera,2020,3,Others,Adventure
Invitation to a Murder,2020,3,Others,Mystery
Dunki,2020,1,Others,Action
Shaitaan,2020,3,Others,Drama
Kalki 2898 AD,2020,1,Others,Action
Ullozhukku,2020,3,Others,Drama
Dan Da Dan: First Encounter,2020,3,Others,Animation
"Queen of Villains, The",2020,3,Others,Biography
"Substance, The",2020,1,Others,Drama
"Blue Angel, The",1930,1,Others,Drama
L&#39;Age d&#39;Or,1930,0,Others,Comedy
Murder!,1930,3,Others,Crime
M,1930,3,Others,Crime
M&auml;dchen in Uniform,1950,3,Others,Drama
La Chienne,1930,3,Others,Crime
A Nous la Liberte,1930,1,Others,Comedy
"Skin Game, The",1930,3,Others,Drama
Rich and Strange [East of Shanghai],1930,2,Others,Comedy
Hyppolit a lakaj,1930,1,Others,Comedy
Boudu Saved from Drowning,1930,1,Others,Comedy
"I Was Born, But...",1930,1,Others,Comedy
Vampyr,1930,3,Others,Fantasy
"Blue Light (Das Blaue Licht), The",1930,1,Others,Drama
Number 17,1930,0,Others,Crime
"Private Life of Henry VIII., The",1930,1,Others,Biography
L&#39;atalante,1930,0,Others,Comedy
"Man Who Knew Too Much, The",1930,3,Others,Crime
"39 Steps, The",1930,3,Others,Crime
"Riverside Murder, The",1930,2,Others,Crime
Osaka Elegy,1930,3,Others,Comedy
"Only Son, The",1930,3,Others,Drama
Sabotage,1930,3,Others,Crime
Il caso Valdemar,1930,0,Others,Short
Secret Agent,1930,3,Others,Mystery
Knight Without Armor,1930,2,Others,Adventure
Murder at the Baskervilles (Silver Blaze),1930,1,Others,Crime
Pepe le Moko,1930,2,Others,Crime
"Girl Was Young, The",1930,3,Others,Crime
"Bizarre, Bizarre",1930,3,Others,Comedy
"Lady Vanishes, The",1930,3,Others,Mystery
"Baker&#39;s Wife, The",1930,1,Others,Comedy
"Rules of the Game, The",1930,3,Others,Comedy
Jamaica Inn,1930,3,Others,Adventure
Le jour se l&egrave;ve,1930,2,Others,Crime
Chamber of Horrors / Door with the Seven Locks,1940,2,Others,Drama
Gaslight,1940,3,Others,Mystery
49th Parallel,1940,0,Others,Drama
There Was a Father,1940,0,Others,Drama
Day of Wrath,1940,3,Others,Drama
"Life and Death of Colonel Blimp, The",1940,2,Others,Drama
Le Corbeau: The Raven,1940,3,Others,Crime
Judo Saga (Sanshiro Sugata),1940,0,Others,Action
Fires Were Started,1940,0,Others,Drama
La main du diable,1940,1,Others,Fantasy
Angels of Sin,1940,3,Others,Drama
Ossessione,1940,1,Others,Crime
Millions Like Us,1940,3,Others,Drama
Torment,1940,0,Others,Drama
"Most Beautiful (Ichiban utsukushiku), The",1940,3,Others,Drama
A Canterbury Tale,1940,3,Others,Comedy
Die Feuerzangenbowle,1940,1,Others,Comedy
I Know Where I&#39;m Going,1940,3,Others,Drama
"Seventh Veil, The",1940,3,Others,Drama
"Rome, Open City",1940,3,Others,Drama
Children of Paradise,1940,2,Others,Drama
Dead of Night,1940,3,Others,Drama
Les dames du Bois de Boulogne,1940,3,Others,Drama
"Wicked Lady, The",1940,3,Others,Adventure
Stairway to Heaven,1940,0,Others,Drama
Beauty and the Beast,1940,3,Others,Drama
"Years Between, The",1940,3,Others,Drama
Great Expectations,1940,2,Others,Adventure
Black Narcissus,1940,3,Others,Drama
Odd Man Out,1940,2,Others,Crime
Nada,1940,3,Others,Drama
"Red Shoes, The",1940,3,Others,Drama
Hamlet,1940,1,Others,Drama
Bonnie Prince Charlie,1940,2,Others,Biography
Anna Karenina,1940,2,Others,Drama
Bicycle Thieves,1940,2,Others,Drama
It Happened in Europe,1940,0,Others,Drama
Brighton Rock,1940,3,Others,Crime
Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,1940,3,Others,Drama
Late Spring,1940,3,Others,Comedy
Kind Hearts and Coronets,1940,1,Others,Comedy
Under Capricorn,1940,3,Others,Crime
Jour de Fete,1940,0,Others,Comedy
Flame of My Love,1940,3,Others,Drama
Rashomon,1950,0,Others,Crime
Orpheus,1950,2,Others,Drama
Odette,1950,3,Others,Drama
Stage Fright,1950,3,Others,Film-Noir
Scandal,1950,3,Others,Drama
Les enfants terribles,1950,3,Others,Drama
Diary of a Country Priest,1950,1,Others,Drama
Early Summer,1950,3,Others,Comedy
Bellissima,1950,3,Others,Drama
"Idiot, The",1950,3,Others,Drama
Surcos,1950,3,Others,Crime
"Magic Box, The",1950,2,Others,Biography
Forbidden Games,1950,3,Others,Comedy
Ikiru,1950,1,Others,Drama
Europe &#39;51,1950,3,Others,Drama
Parasakthi,1950,2,Others,Drama
"Sound Barrier, The",1950,3,Others,Adventure
Le Salaire de la Peur,1950,1,Others,Adventure
Tokyo Story,1950,3,Others,Drama
"Cruel Sea, The",1950,3,Others,Drama
Mr. Hulot&#39;s Holiday,1950,3,Others,Comedy
Ugetsu,1950,2,Others,Drama
Summer with Monika,1950,3,Others,Drama
"earrings of Madame de..., The",1950,3,Others,Drama
"Man Between, The",1950,3,Others,Crime
Touchez pas au grisbi,1950,1,Others,Crime
Hobson&#39;s Choice,1950,3,Others,Comedy
Shichinin no samurai,1950,0,Others,Action
Journey to Italy,1950,3,Others,Drama
Late Chrysanthemuns,1950,3,Others,Drama
Attila,1950,2,Others,Biography
Gojira,1950,1,Others,Horror
Uwasa no onna,1950,3,Others,Drama
Comicos,1950,3,Others,Drama
An American in Rome,1950,1,Others,Comedy
Miseria e nobilta,1950,3,Others,Comedy
Senso,1950,1,Others,Drama
Sommarnattens leende (Smiles of a Summer Night),1950,2,Others,Comedy
"Ladykillers, The",1950,3,Others,Comedy
Diabolique,1950,3,Others,Crime
"Dam Busters, The",1950,1,Others,Drama
Rififi,1950,1,Others,Crime
Pather Panchali,1950,3,Others,Drama
Godzilla Raids Again,1950,2,Others,Action
"Prisoner, The",1950,0,Others,Drama
Les grandes manoeuvres,1950,3,Others,Comedy
Le amiche,1950,3,Others,Drama
Lola Mont&egrave;s,1950,3,Others,Biography
Richard III,1950,3,Others,Biography
School for Love,1950,3,Others,Comedy
"Spanish Gardener, The",1950,2,Others,Drama
"Iron Petticoat, The",1950,1,Others,Comedy
...And God Created Woman,1950,3,Others,Drama
Aparajito,1950,3,Others,Drama
Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,1950,0,Others,Drama
Rodan,1950,1,Others,Action
Calle mayor [Main Street],1950,3,Others,Drama
Flowing,1950,3,Others,Drama
Eyewitness,1950,3,Others,Crime
Sissi - The Young Empress,1950,3,Others,Drama
La banda degli onesti,1950,2,Others,Comedy
"Captain from Kopenick, The",1950,1,Others,Comedy
Le coup du berger,1950,3,Others,Short
Yield to the Night,1950,3,Others,Crime
Her Bridal Night,1950,3,Others,Comedy
"Cranes Are Flying, The",1950,3,Others,Drama
Nights of Cabiria,1950,3,Others,Drama
Kanal,1950,1,Others,Drama
"Seventh Seal, The",1950,1,Others,Drama
Night of the Demon,1950,3,Others,Fantasy
Smultronst&auml;llet (Wild Strawberries),1950,2,Others,Drama
Oedipus Rex,1950,1,Others,Drama
"Mysterians, The",1950,3,Others,Action
Throne of Blood,1950,0,Others,Drama
Amanecer en Puerta Oscura,1950,3,Others,Action
El vampiro,1950,3,Others,Mystery
Danger stalks near,1950,3,Others,Comedy
La Parisienne,1950,2,Others,Comedy
"Fabulous World of Jules Verne, The",1950,0,Others,Adventure
"Day the Sky Exploded, The",1950,1,Others,Sci-Fi
Dracula (Horror of Dracula),1950,3,Others,Drama
Mon Oncle,1950,3,Others,Comedy
Indiscreet,1950,3,Others,Comedy
Love Is My Profession,1950,3,Others,Crime
Blood of the Vampire,1950,0,Others,Horror
"Hidden Fortress, The",1950,0,Others,Action
Brink of Life,1950,3,Others,Drama
"Female, The",1950,2,Others,Drama
"Night Heaven Fell, The",1950,3,Others,Crime
Turma da Monica: Lacos,2010,2,Others,Adventure
Ad Astra,2010,1,Others,Adventure
Bacurau,2010,3,Others,Action
HELEN,2010,1,Others,Adventure
Quebramar,2010,3,Others,Documentary
Marighella,2010,3,Others,Action
America: The Motion Picture,2020,3,Others,Animation
My Little Pony: The Movie,2010,3,Others,Animation
Call Me by Your Name,2010,3,Others,Drama
"Ant&oacute;nio Um, Dois, Tr&Ecirc;s",2010,3,Others,Comedy
"Heiresses, The",2010,3,Others,Drama
"Predator, The",2010,1,Others,Action
Skate Kitchen,2010,3,Others,Drama
Tito e os Passaros,2010,1,Others,Animation
Deslembro,2010,3,Others,Drama
Meio Irmao,2010,3,Others,Drama
Diamantino,2010,3,Others,Comedy
Que Horas Ela Volta?,2010,3,Others,Comedy
Boi Neon,2010,3,Others,Drama
Aluguel: O Filme,2010,0,Others,Short
Aquarius,2010,3,Others,Drama
Breathing Deep,2010,1,Others,Drama
City of God,2000,1,Others,Crime
"Man Who Copied, The",2000,2,Others,Comedy
Fear X,2000,1,Others,Thriller
Nina,2000,3,Others,Drama
AEon Flux,2000,3,Others,Action
"Boy and the World, The",2010,0,Others,Animation
Flores Raras,2010,3,Others,Biography
Open Road,2010,3,Others,Drama
Minha Mae e uma Peca: O Filme,2010,3,Others,Comedy
Hoje Eu Quero Voltar Sozinho,2010,3,Others,Drama
Praia do Futuro,2010,1,Others,Drama
A Noite da Virada,2010,3,Others,Comedy
Ardor,2010,0,Others,Drama
Ventos de Agosto,2010,3,Others,Drama
Trash,2010,1,Others,Adventure
Anaconda,1990,2,Others,Action
Central Station,1990,3,Others,Drama
Double Trouble,1980,0,Others,Action
Kiss of the Spider Woman,1980,2,Others,Drama
Hour of the Star,1980,3,Others,Drama
Marte Um,2020,3,Others,Drama
